ResponseId,f_aff,f_ener,f_acc,f_ang,f_int,f_calm,f_app,f_cont,f_dis,f_qui,f_sad,f_emb,f_bor,f_anx,f_rela,f_fear,f_pea,f_sha,f_reli,f_gui,f_hap,f_pro,f_amu,f_joy,f_irr,f_fru,f_exc,f_conc,f_lon,i_aff,i_ener,i_acc,i_ang,i_int,i_calm,i_app,i_cont,i_dis,i_qui,i_sad,i_emb,i_bor,i_anx,i_rela,i_fear,i_pea,i_sha,i_reli,i_gui,i_hap,i_pro,i_amu,i_joy,i_irr,i_fru,i_exc,i_conc,i_lon,ftp1,ftp2,ftp3,ftp4,ftp5,ftp6,ftp7,ftp8,ftp9,ftp10,tipi1,tipi2,tipi3,tipi4,tipi5,tipi6,tipi7,tipi8,tipi9,tipi10,health,risk_self,risk_pop,risk_comp,age,gender_all,race_all,educ,income,emp,emp_affect,livealone,gender_bin_f,race_bin,emp_bin,FTP_av,FTP_Opp,FTP_Ext,FTP_Con,Openness,Conscientiousness,Extraversion,Agreeableness,Em_Stability,avg_f_pos,avg_f_neg,avg_i_pos,avg_i_neg
R_2UgbmZ8KqtWi8rp,2,3,3,0,3,3,2,3,0,0,1,0,2,2,2,1,1,0,1,0,3,0,2,3,2,2,2,2,0,2,3,3,NA,4,1,3,2,NA,NA,3,NA,1,3,2,2,2,NA,1,NA,3,NA,2,2,3,3,2,3,NA,7,7,7,6,2,4,6,5,3,3,5,2,7,6,5,3,5,7,7,3,4,4,3,2,28,female,Asian or Asian-American,Completed graduate or professional degree,"$120,000 to $140,000",Working for pay (part-time or full-time),0,No,Female,Non-white,Working,5,7,6,5,4,7,4,3.5,6.5,2.0625,0.923076923,2.285714286,2.571428571
R_2VwG4FKkkiJFDR9,1,1,2,1,1,2,2,1,0,3,2,1,2,2,1,2,1,2,2,2,2,0,1,0,2,2,1,2,4,2,1,2,1,1,1,2,1,NA,3,2,1,2,3,1,2,1,2,1,2,1,NA,2,NA,2,2,1,2,4,5,6,6,7,6,5,4,1,3,1,2,7,5,3,4,2,4,7,3,4,4,3,3,2,28,female,more than one race,Completed graduate or professional degree,"$50,000 to $60,000",Working for pay (part-time or full-time),0,No,Female,Non-white,Working,4.4,5,7,1,4,6,2,5.5,3,1.3125,1.846153846,1.428571429,2.083333333
R_3CJioFyt9Lgcio2,2,2,3,1,4,3,2,4,0,2,1,0,1,0,3,0,4,0,2,1,3,4,3,3,0,0,3,0,2,2,2,3,1,2,3,3,3,NA,2,1,NA,2,NA,2,NA,3,NA,4,1,3,3,2,2,NA,NA,2,NA,3,7,7,7,3,1,5,3,3,6,1,3,4,5,2,5,1,7,5,5,7,4,2,3,3,28,other gender,White or European-American,Some college or technical school,"$80,000 to $100,000",Working for pay (part-time or full-time),2,No,Non-female,White,Working,4.3,7,3,3,6,5,2,5.5,3.5,2.9375,0.461538462,2.5625,1.6
R_3fUyuuyIHvcfpGs,2,1,2,1,3,3,2,3,0,3,1,0,1,2,2,0,1,0,1,0,3,1,3,2,1,2,1,3,1,2,1,2,1,3,3,2,3,NA,3,1,NA,1,2,2,NA,2,NA,1,NA,3,2,3,2,1,1,2,3,1,6,7,7,5,4,4,7,3,4,3,3,5,4,4,6,2,6,5,6,6,5,2,3,0,28,female,White or European-American,"Completed 4-year college (BA, BS)","$50,000 to $60,000",Working for pay (part-time or full-time),0,Yes,Female,White,Working,5,6,5,3,6,4.5,2.5,5.5,5,2.0625,0.923076923,2.25,1.375
R_3hFUjdogud7opso,2,1,2,2,1,2,2,3,2,4,3,1,2,3,2,2,2,1,2,1,2,1,2,2,2,2,2,3,3,3,2,1,4,2,2,2,2,2,3,3,1,2,3,2,3,2,1,1,1,2,1,2,2,3,3,1,3,3,6,6,5,6,5,6,5,4,5,3,1,5,4,2,5,1,6,5,3,7,2,2,3,3,28,female,White or European-American,Graduated high school (or GED),"$20,000 to $30,000",Not currently working for pay,1,No,Female,White,Not_working,5.1,6,6,4,6,4.5,1,5.5,2.5,2,2.076923077,1.875,2.461538462
R_3jZZSY2SpjzgNGq,3,2,2,1,2,3,1,1,NA,3,2,2,2,2,3,2,1,NA,0,0,2,2,2,1,1,2,NA,2,3,3,2,1,1,1,1,2,1,0,3,4,1,1,3,1,3,1,0,NA,NA,1,1,2,1,2,2,0,2,3,4,6,4,3,1,2,5,4,5,3,2,3,2,7,3,2,2,2,5,2,2,1,2,1,28,male,White or European-American,Some college or technical school,"$50,000 to $60,000",Working for pay (part-time or full-time),2,No,Non-female,White,Working,3.7,4,3,4,2.5,2,2,2.5,6,1.866666667,1.727272727,1.4,1.833333333
R_UnDE72iXOXPG0Nj,3,3,2,1,3,2,2,3,1,1,1,0,2,1,4,1,3,1,3,1,1,2,2,2,1,1,3,2,1,2,3,3,1,3,2,2,1,1,3,2,NA,2,1,2,1,1,2,1,1,3,2,2,3,1,2,2,2,2,6,5,5,6,6,6,6,5,4,3,5,5,6,2,4,4,7,6,6,4,4,3,3,3,28,male,Asian or Asian-American,"Completed 4-year college (BA, BS)","$50,000 to $60,000",Working for pay (part-time or full-time),1,No,Non-female,Non-white,Working,5.2,6,6,5,4,6,4.5,6,4,2.4375,1.076923077,2.1875,1.5
R_yOzBqnOCMgmi9z3,3,3,2,1,3,3,2,3,0,3,1,2,1,0,3,0,3,0,2,NA,3,NA,2,2,2,1,2,0,0,2,1,1,1,3,2,3,3,NA,4,1,1,1,NA,2,NA,3,NA,1,0,2,0,2,2,3,3,1,NA,NA,3,2,4,5,1,1,1,2,3,2,1,3,3,2,2,1,3,3,5,3,2,4,2,0,28,male,White or European-American,Some college or technical school,"$60,000 to $80,000",Working for pay (part-time or full-time),0,No,Non-female,White,Working,2.4,3,5,2,2.5,3,1,3,3.5,2.6,0.666666667,2,1.428571429
R_1gNhyTlDoZXqHwZ,1,1,2,1,2,2,2,2,2,3,3,1,3,2,2,1,1,0,2,2,0,1,2,0,2,2,1,2,4,1,1,2,1,2,2,2,1,2,3,3,1,3,3,1,1,1,NA,1,2,NA,2,2,NA,3,2,1,3,4,3,4,5,3,2,2,2,1,2,1,1,6,3,1,7,1,5,3,4,7,3,1,3,3,29,female,more than one race,"Completed 4-year college (BA, BS)","$120,000 to $140,000",Working for pay (part-time or full-time),1,No,Female,Non-white,Working,2.5,3,3,1,7,3,1,5.5,2.5,1.5,1.923076923,1.571428571,2.333333333
R_27TMEFsiAmE6Kcw,2,1,1,1,2,2,2,2,1,2,2,1,3,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,3,2,1,2,2,1,1,2,1,2,2,1,3,2,1,2,2,1,1,2,2,1,1,1,3,3,1,2,3,5,5,5,6,5,4,5,5,3,3,6,5,4,5,6,5,6,5,4,5,3,2,3,2,29,female,White or European-American,"Completed 4-year college (BA, BS)","$30,000 to $40,000",Working for pay (part-time or full-time),4,No,Female,White,Working,4.6,5,6,5,5.5,4.5,5.5,5.5,4.5,1.6875,1.769230769,1.5,2.076923077
R_2cjDXC8oBc38Nct,3,2,2,1,3,3,3,3,0,0,1,0,3,2,2,NA,2,0,1,0,3,1,2,3,1,1,2,2,2,2,1,1,1,2,1,1,2,NA,NA,1,NA,3,2,2,0,1,NA,2,NA,2,1,2,3,1,1,2,1,1,6,4,5,4,3,4,5,1,6,2,6,4,5,5,6,5,6,2,4,6,3,2,3,2,29,female,Hispanic or Latinx,"Completed 4-year college (BA, BS)","$50,000 to $60,000",Working for pay (part-time or full-time),2,No,Female,Non-white,Working,4,6,4,1,6,3.5,5.5,5,4.5,2.1875,1.083333333,1.666666667,1.222222222
R_2EsdaygRY0RWj83,3,2,1,2,2,NA,3,NA,2,3,2,NA,1,4,1,1,2,NA,2,1,2,2,2,2,2,3,2,2,NA,4,2,1,3,1,0,3,0,2,3,2,0,2,4,1,1,1,0,2,1,3,3,2,1,4,3,1,2,0,5,7,5,4,3,4,2,3,5,2,7,1,4,5,6,4,6,3,5,7,4,3,2,1,29,male,White or European-American,"Completed 4-year college (BA, BS)","$60,000 to $80,000",Working for pay (part-time or full-time),1,No,Non-female,White,Working,4,5,4,3,6.5,3.5,5.5,3.5,5,2.071428571,2,1.75,1.846153846
R_2QgOj8hys74ak1K,2,1,2,2,2,1,3,2,1,3,2,1,3,2,1,1,1,2,1,1,2,2,2,2,2,2,1,1,2,1,2,1,1,2,2,3,2,2,3,2,1,3,3,1,2,2,1,2,1,2,3,3,2,2,2,2,1,2,7,6,5,6,3,3,5,4,5,3,2,3,5,3,4,2,5,5,3,6,4,3,3,3,29,female,Hispanic or Latinx,"Completed 4-year college (BA, BS)","$50,000 to $60,000",Working for pay (part-time or full-time),1,No,Female,Non-white,Working,4.7,7,6,4,5,5,2,4,3,1.75,1.692307692,2.0625,1.769230769
R_2ToANiZn3d1oxuA,2,2,2,2,1,2,2,1,1,2,2,1,NA,2,2,NA,1,1,1,NA,2,2,2,1,3,2,2,2,2,1,2,3,3,2,3,3,2,2,2,2,1,0,3,2,0,2,1,2,0,2,2,2,2,3,3,2,1,2,7,7,7,7,7,7,6,5,7,7,3,5,6,3,6,1,6,6,5,6,4,4,3,1,29,female,Asian or Asian-American,"Completed 4-year college (BA, BS)","$60,000 to $80,000",Working for pay (part-time or full-time),0,No,Female,Non-white,Working,6.7,7,7,5,6,6,2,5.5,4,1.6875,1.8,2.125,1.615384615
R_2Xgj8YoiAhhmJ5C,2,2,1,1,2,3,3,3,NA,2,2,1,3,2,2,NA,2,NA,2,0,2,3,2,2,1,1,2,2,2,2,3,3,2,3,1,3,2,0,2,2,1,3,3,1,0,2,0,2,NA,3,3,3,2,2,2,3,2,3,5,5,5,4,3,5,5,3,4,4,4,5,5,4,6,4,4,3,4,5,4,1,1,2,29,female,White or European-American,Completed graduate or professional degree,"$60,000 to $80,000",Working for pay (part-time or full-time),1,No,Female,White,Working,4.3,5,4,3,5.5,4,4,4.5,4,2.1875,1.5,2.375,1.666666667
R_2z72ByhFpfKjw0A,3,3,3,1,2,3,4,3,0,1,0,0,2,0,3,NA,3,0,2,0,3,3,2,2,2,2,2,1,0,3,2,2,1,1,2,4,3,NA,1,NA,NA,2,NA,3,0,3,NA,2,NA,4,3,3,3,2,2,3,1,NA,6,6,6,5,5,6,7,3,2,1,6,3,5,5,6,5,6,4,5,4,4,1,2,1,29,male,White or European-American,"Completed 4-year college (BA, BS)","$120,000 to $140,000",Working for pay (part-time or full-time),2,No,Non-female,White,Working,4.7,6,5,3,5,4.5,5.5,4.5,5,2.625,0.666666667,2.625,1.333333333
R_32Q0m8MO8OmPjxY,2,1,1,2,2,1,2,2,1,3,3,2,3,3,1,2,1,1,1,2,2,1,1,1,2,2,2,2,2,4,2,2,2,2,2,2,2,2,3,3,2,3,3,2,2,2,2,1,2,2,2,1,1,3,3,2,3,3,3,6,5,6,3,3,6,5,5,3,5,2,6,2,6,3,6,3,3,3,2,2,2,2,29,female,White or European-American,"Completed 4-year college (BA, BS)","$80,000 to $100,000",Working for pay (part-time or full-time),3,No,Female,White,Working,4.5,3,6,5,4.5,4.5,4,4,2.5,1.5,2.076923077,2,2.538461538
R_3dNh1O4T1aPcc3C,2,3,2,1,3,3,3,3,0,2,NA,0,NA,0,3,0,3,NA,3,2,3,3,3,3,NA,NA,3,1,2,3,3,2,1,2,3,2,3,NA,1,0,NA,0,NA,3,NA,3,0,3,1,3,3,3,3,0,0,3,1,2,4,2,5,7,4,3,5,6,6,4,6,4,5,5,7,3,6,5,4,5,4,0,2,0,29,male,Black or African-American,Less than high school,"$10,000 to $20,000",Working for pay (part-time or full-time),1,No,Non-female,Non-white,Working,4.6,4,7,6,6,5,4.5,5,4.5,2.8125,0.75,2.6875,0.555555556
R_3pov2fRVafRzFH3,3,2,3,1,3,2,3,3,1,2,1,1,3,2,2,1,2,2,2,2,3,3,2,2,2,1,2,3,0,3,2,3,1,2,3,2,3,1,1,1,1,2,2,2,1,3,1,1,2,2,3,2,3,2,1,2,1,NA,7,7,6,6,5,5,5,6,6,3,4,4,5,3,5,5,6,3,6,5,4,2,2,2,29,female,more than one race,Some college or technical school,"$50,000 to $60,000",Working for pay (part-time or full-time),1,No,Female,Non-white,Working,5.6,7,6,6,5,4,4.5,5,4.5,2.4375,1.538461538,2.3125,1.333333333
R_3RwR9633r8tg0gX,1,NA,2,1,2,2,2,2,1,2,2,1,2,3,0,2,1,1,0,1,1,1,1,NA,2,2,1,2,0,1,0,2,2,2,1,2,2,2,2,3,1,2,3,NA,3,1,1,NA,1,1,1,1,0,3,3,1,2,NA,3,3,4,4,3,3,4,6,5,5,3,2,4,2,5,3,3,4,4,3,3,3,3,3,29,female,White or European-American,Some college or technical school,"$30,000 to $40,000",Working for pay (part-time or full-time),1,No,Female,White,Working,4,3,4,6,4,4,3,2.5,3,1.285714286,1.538461538,1.214285714,2.166666667
R_56kRM7fyOXd2rh7,2,1,3,1,3,4,4,3,NA,4,2,0,4,2,3,0,2,NA,2,0,2,4,0,3,4,NA,NA,NA,0,2,1,3,1,3,4,1,3,0,4,1,NA,4,1,2,NA,1,0,1,NA,1,3,NA,2,1,0,0,0,NA,6,7,7,3,5,2,6,4,5,1,6,7,5,7,6,1,7,6,6,5,4,0,3,0,29,female,Black or African-American,Graduated high school (or GED),"Less than $10,000",Not currently working for pay,0,No,Female,Non-white,Not_working,4.6,6,3,4,5.5,5.5,3.5,7,6.5,2.666666667,1.444444444,2.066666667,0.888888889
R_6FmoDxOrN3681gd,2,2,1,2,3,NA,1,2,1,2,3,0,NA,3,NA,2,NA,1,2,3,1,1,2,1,2,2,2,1,1,3,1,1,2,2,0,1,1,2,3,4,NA,0,3,0,3,0,3,3,4,2,1,2,1,3,4,1,1,3,6,7,7,7,6,6,7,5,6,6,5,5,1,2,7,3,6,1,2,6,3,1,1,3,29,female,White or European-American,Some college or technical school,"$20,000 to $30,000",Working for pay (part-time or full-time),3,No,Female,White,Working,6.3,6,7,5,6.5,1,4,5.5,2,1.692307692,1.75,1.375,2.666666667
R_6nU3ZbwRujBOtaN,3,2,1,NA,2,2,3,2,NA,2,2,0,3,2,2,NA,2,0,1,2,3,2,1,2,2,2,1,2,0,3,2,2,0,2,1,2,2,0,1,2,NA,3,2,2,0,1,NA,1,1,2,1,2,2,1,2,1,2,NA,5,6,6,5,5,6,5,4,3,6,5,3,5,1,6,2,5,1,4,2,4,2,3,1,29,male,White or European-American,"Completed 4-year college (BA, BS)","$50,000 to $60,000",Working for pay (part-time or full-time),2,No,Non-female,White,Working,5.1,5,5,4,4,3,3.5,4,2.5,1.9375,1.5,1.6875,1.3
R_eVsoNpwNEEemcPT,4,4,4,4,4,4,4,4,1,2,1,1,1,1,4,2,3,1,4,2,4,3,4,4,0,0,4,2,2,4,4,4,1,4,4,4,4,1,2,1,1,1,1,3,2,4,2,4,1,4,4,4,4,NA,NA,4,1,1,7,7,6,7,7,7,7,7,7,6,7,6,7,6,7,3,6,7,7,7,4,3,3,3,29,male,White or European-American,Graduated high school (or GED),"$60,000 to $80,000",Working for pay (part-time or full-time),2,No,Non-female,White,Working,6.8,7,7,7,7,7,5,6,6.5,3.75,1.384615385,3.8125,1.181818182
R_NVGF7SICZ1kYOK5,2,2,2,1,3,3,2,2,2,2,1,NA,NA,2,2,1,2,0,2,0,2,2,2,2,1,1,2,2,1,3,2,2,2,3,3,3,3,2,2,2,0,0,1,3,1,3,NA,2,NA,3,2,3,3,2,2,2,3,1,4,4,4,4,4,4,4,4,4,3,3,6,6,4,5,3,7,6,6,4,4,3,3,3,29,female,White or European-American,"Completed 4-year college (BA, BS)","$30,000 to $40,000",Working for pay (part-time or full-time),2,No,Female,White,Working,3.9,4,4,4,4.5,6,3,6.5,5,2.125,1.090909091,2.625,1.454545455
R_riDjLnEQZATkC5j,1,3,1,2,2,2,1,2,1,2,3,0,2,3,2,2,2,0,1,0,2,1,2,2,2,2,2,1,3,2,3,1,2,2,2,1,1,2,2,3,NA,3,2,2,1,2,NA,2,NA,2,1,2,1,3,3,2,2,3,5,6,6,6,5,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,4,2,3,1,29,male,White or European-American,Some college or technical school,"$60,000 to $80,000",Not currently working for pay,4,No,Non-female,White,Not_working,5.7,5,6,6,6,6,6,6,6,1.75,1.615384615,1.75,2.4
R_vAiJyZmG9gXElPj,2,1,2,0,2,3,3,2,0,1,2,0,1,2,2,1,1,0,1,0,3,NA,2,1,NA,NA,0,2,2,3,2,2,NA,3,4,3,1,NA,1,4,NA,4,4,3,3,1,NA,1,NA,3,0,4,1,0,0,NA,2,4,4,5,5,6,4,3,6,6,6,3,6,3,5,3,7,3,7,6,5,6,2,1,5,4,29,female,White or European-American,Graduated high school (or GED),"$100,000 to $120,000",Working for pay (part-time or full-time),0,No,Female,White,Working,4.8,4,6,6,6.5,5.5,4.5,5,4,1.733333333,0.909090909,2.133333333,2.625
R_vfbkjPb3KyHWYsp,NA,3,3,1,2,3,1,3,0,2,2,0,3,1,3,0,3,0,0,0,3,2,2,2,1,1,2,0,4,0,2,3,1,2,4,1,3,NA,2,3,NA,4,1,2,NA,3,NA,NA,NA,3,4,2,1,3,3,2,NA,3,7,7,7,7,7,7,7,1,7,6,2,6,5,5,3,2,5,2,6,2,4,2,4,1,29,female,White or European-American,Graduated high school (or GED),"$50,000 to $60,000",Not currently working for pay,4,No,Female,White,Not_working,6.3,7,7,1,2.5,3.5,2,5.5,5.5,2.266666667,1,2.266666667,2.571428571
R_XuY3kQ4QRHVJqNz,2,2,1,2,2,2,NA,1,2,NA,1,0,3,2,2,1,1,NA,1,NA,1,1,2,1,3,2,1,2,0,1,1,1,2,1,1,0,1,2,0,1,NA,2,2,1,1,1,0,1,0,1,1,1,1,3,3,1,2,NA,5,5,6,6,5,5,4,5,5,4,4,2,5,6,2,4,4,5,6,6,3,1,3,1,29,male,White or European-American,"Completed 4-year college (BA, BS)","$50,000 to $60,000",Working for pay (part-time or full-time),1,No,Non-female,White,Working,5,5,6,5,4,5,4,3,6,1.428571429,1.636363636,0.875,1.636363636
R_1DBIBzFEqioTSuj,2,1,1,2,2,2,2,1,0,2,3,0,1,4,1,3,1,0,1,0,1,NA,0,1,2,3,1,3,2,3,2,1,2,1,1,2,2,NA,2,4,NA,2,3,1,3,2,NA,1,NA,2,0,NA,1,3,3,2,4,2,5,5,6,6,5,5,4,2,2,1,5,7,5,2,7,1,7,6,5,6,4,1,4,1,30,female,Asian or Asian-American,"Completed 4-year college (BA, BS)","$160,000 to $180,000",Working for pay (part-time or full-time),0,No,Female,Non-white,Working,4.1,5,6,2,6.5,5.5,3,7,3.5,1.266666667,1.769230769,1.533333333,2.888888889
R_1H7bZvFrEj4l4Vt,2,2,2,1,2,3,2,3,0,2,NA,0,2,1,3,NA,2,0,1,0,3,2,2,2,NA,NA,2,2,NA,2,2,1,1,2,3,2,3,NA,2,0,NA,2,1,3,0,2,NA,2,NA,2,1,2,2,0,0,2,1,0,6,6,6,6,5,5,5,6,6,4,5,6,5,6,5,3,6,6,6,6,4,3,3,2,30,female,White or European-American,Completed graduate or professional degree,"$60,000 to $80,000",Working for pay (part-time or full-time),2,No,Female,White,Working,5.5,6,6,6,5.5,5.5,4,6,6,2.1875,0.75,2.0625,0.555555556
R_1jljACUYHao7UNk,3,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,1,3,2,2,1,2,2,3,3,1,1,1,1,1,2,1,2,1,1,1,1,2,2,1,1,1,1,2,2,1,5,5,6,5,5,4,5,6,6,4,5,7,5,7,6,3,5,6,5,6,4,1,3,1,30,male,Asian or Asian-American,"Completed 4-year college (BA, BS)","$80,000 to $100,000",Working for pay (part-time or full-time),0,No,Non-female,Non-white,Working,5.1,5,5,6,6,5.5,4,6,6,1.9375,1.384615385,1.8125,1.230769231
R_1JRUty02lqzaIbe,2,3,1,2,3,3,4,1,3,2,1,0,0,3,2,2,3,0,1,1,2,2,1,2,2,3,1,1,2,2,2,1,3,3,4,4,2,3,2,3,NA,NA,4,3,3,2,NA,2,1,3,4,3,2,3,4,2,3,3,6,5,4,5,4,6,3,3,6,1,6,7,7,3,6,2,5,6,7,7,5,1,2,1,30,male,White or European-American,Some college or technical school,"$30,000 to $40,000",Working for pay (part-time or full-time),3,Yes,Non-female,White,Working,4.3,6,5,3,6.5,6.5,4,6,5,2.0625,1.538461538,2.5625,3
R_1rkVZJ7oYmkw4Ig,3,2,1,2,2,1,3,1,2,2,2,1,3,3,1,2,1,1,0,2,1,2,2,2,2,3,2,3,3,3,1,1,2,2,1,4,2,4,2,2,1,3,3,2,1,2,2,NA,3,2,2,3,2,2,3,1,2,3,4,5,5,4,3,3,4,2,4,3,1,5,4,1,3,2,7,3,2,6,3,2,3,2,30,female,White or European-American,Completed graduate or professional degree,"$40,000 to $50,000",Working for pay (part-time or full-time),1,No,Female,White,Working,3.7,4,4,2,4.5,3.5,1.5,6,1.5,1.625,2.230769231,2,2.384615385
R_3FXQQtRU08UEvue,2,2,3,0,3,4,3,3,0,2,NA,0,0,NA,4,0,3,0,3,0,3,2,NA,3,0,0,3,0,0,3,3,3,NA,3,4,3,3,NA,3,0,NA,NA,0,4,NA,4,NA,4,NA,3,2,0,3,NA,NA,2,NA,NA,6,6,7,6,6,6,7,7,7,5,6,7,7,7,4,1,6,7,7,4,4,5,5,1,30,male,White or European-American,Completed graduate or professional degree,"$100,000 to $120,000",Working for pay (part-time or full-time),1,No,Non-female,White,Working,6.3,6,6,7,4,7,3.5,6.5,7,2.866666667,0,2.9375,0
R_3h0BwwqmZMqKeHJ,3,3,2,1,2,4,3,3,0,2,1,0,1,2,3,1,3,0,2,2,3,3,2,2,2,2,1,2,2,1,1,2,1,2,3,3,3,NA,2,1,NA,1,1,3,1,3,NA,2,2,3,2,1,3,2,1,1,2,2,5,6,6,5,5,5,6,7,6,6,5,7,7,6,2,5,6,6,6,6,4,2,2,1,30,female,White or European-American,Completed graduate or professional degree,"$80,000 to $100,000",Working for pay (part-time or full-time),0,No,Female,White,Working,5.7,5,5,7,4,6.5,5,6.5,6,2.5625,1.230769231,2.1875,1.4
R_3kCbTp1eUiKvsTw,2,3,3,1,3,4,3,4,NA,2,NA,0,2,2,3,1,3,0,3,0,3,2,3,3,2,1,2,2,NA,1,2,2,1,2,3,2,2,0,2,0,NA,1,1,3,1,3,NA,3,NA,2,2,2,2,1,1,2,2,0,6,6,6,5,5,6,5,3,5,2,6,3,5,4,6,2,5,5,6,4,2,2,1,1,30,male,Asian or Asian-American,Some college or technical school,"$60,000 to $80,000",Working for pay (part-time or full-time),1,No,Non-female,Non-white,Working,4.9,6,5,3,5,5,4,4,5,2.875,1.1,2.1875,0.8
R_qQrIzMDlGpZNg09,2,1,1,0,1,3,2,3,0,2,0,0,2,1,3,1,3,0,2,0,3,2,1,2,2,1,1,1,1,2,2,1,NA,2,3,1,3,NA,3,NA,NA,3,1,2,1,2,NA,2,NA,2,1,1,2,1,1,1,1,1,6,6,7,6,5,5,6,5,6,5,2,6,4,7,5,3,3,4,6,3,4,1,1,1,30,female,Asian or Asian-American,Completed graduate or professional degree,"$60,000 to $80,000",Working for pay (part-time or full-time),0,No,Female,Non-white,Working,5.7,6,6,5,4,4,2.5,4.5,6.5,2,0.692307692,1.875,1.285714286
R_Tc3bGceIvOVUlIB,1,2,1,1,2,3,2,2,NA,3,2,1,1,2,3,1,2,0,2,0,2,1,2,2,2,2,1,2,2,3,1,1,2,3,3,3,3,0,3,2,1,3,2,3,1,3,NA,2,NA,3,1,3,2,3,3,2,2,2,5,4,5,6,5,6,6,5,6,5,5,3,6,5,6,1,7,4,6,5,4,1,3,0,30,female,Black or African-American,"Completed 4-year college (BA, BS)","$10,000 to $20,000",Not currently working for pay,3,No,Female,Non-white,Not_working,5.3,5,6,5,5.5,5,3,5,5.5,1.9375,1.333333333,2.4375,1.909090909
R_YbhDzkP7lvWcSqJ,1,0,NA,2,1,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,1,3,0,1,NA,0,3,2,4,1,1,NA,1,3,1,3,2,2,2,2,2,2,3,3,1,1,NA,3,2,2,2,NA,7,2,2,2,1,2,5,3,3,3,2,3,7,2,5,3,7,2,1,6,1,2,3,3,30,female,Asian or Asian-American,Completed graduate or professional degree,"$60,000 to $80,000",Not currently working for pay,0,No,Female,Non-white,Not_working,3,7,2,3,5.5,4.5,2.5,5,1.5,1.533333333,1.769230769,1.642857143,2.363636364
R_Zn61fbBejsJ95eN,2,2,2,2,2,2,3,2,1,2,2,1,2,2,2,2,2,0,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,3,2,2,2,2,1,1,2,1,1,1,NA,1,1,2,1,3,1,2,2,1,1,2,5,6,6,6,3,4,6,5,5,3,4,4,6,3,6,3,5,5,5,4,3,3,3,2,30,female,White or European-American,"Completed 4-year college (BA, BS)","$20,000 to $30,000",Working for pay (part-time or full-time),0,No,Female,White,Working,4.9,5,6,5,5,5.5,3.5,4.5,4,2,1.615384615,1.625,1.583333333
R_1FyQyy6jSTOkmn8,4,3,4,0,3,4,4,4,0,4,0,0,0,0,4,0,4,0,4,0,4,4,3,3,0,0,3,0,0,4,3,4,NA,4,3,4,4,NA,3,NA,NA,NA,NA,3,NA,4,NA,3,NA,4,4,3,3,NA,NA,3,NA,NA,7,7,7,5,2,6,7,6,6,4,1,7,7,6,3,1,7,7,6,3,5,2,2,2,31,male,White or European-American,Some college or technical school,"Less than $10,000",Working for pay (part-time or full-time),0,No,Non-female,White,Working,5.7,7,5,6,3,7,1,7,6,3.6875,0,3.5,NA
R_1k02RNjsq3n8f5H,2,2,1,4,2,2,3,2,2,2,2,1,1,3,2,2,2,1,1,2,2,2,2,1,4,3,1,3,0,2,1,1,2,1,2,3,2,3,2,2,1,1,2,1,3,3,1,1,2,2,1,1,1,4,4,1,2,NA,3,6,4,7,2,3,4,6,3,3,2,5,5,2,6,1,4,2,3,5,4,3,3,2,31,female,White or European-American,Completed graduate or professional degree,"$10,000 to $20,000",Working for pay (part-time or full-time),0,No,Female,White,Working,4.1,3,7,6,5.5,3.5,1.5,4.5,2.5,1.8125,2.153846154,1.5625,2.25
R_1mruyBlMqmnoUWt,2,1,1,2,2,2,1,1,0,2,2,NA,2,2,2,0,2,1,1,2,2,1,3,2,2,2,1,1,0,3,2,2,1,2,3,1,2,NA,2,2,0,1,1,2,NA,3,2,1,2,2,2,4,2,1,2,1,1,NA,7,7,7,7,2,6,6,1,6,1,2,2,5,3,5,3,5,2,3,5,4,1,3,1,31,female,White or European-American,Some college or technical school,"$50,000 to $60,000",Working for pay (part-time or full-time),1,No,Female,White,Working,5,7,7,1,5,3.5,2.5,3.5,3,1.625,1.333333333,2.125,1.3
R_2OO0H0VtaVJOG6R,1,3,3,0,3,3,3,3,0,3,0,0,2,0,3,NA,3,0,3,0,3,3,3,3,NA,0,3,1,0,1,3,3,NA,3,3,3,2,NA,2,NA,NA,2,NA,3,0,3,NA,2,NA,3,3,2,3,0,NA,3,1,NA,6,5,6,6,4,6,4,4,6,4,6,6,6,6,6,3,6,7,6,4,5,1,3,1,31,female,White or European-American,Completed graduate or professional degree,"$60,000 to $80,000",Not currently working for pay,0,No,Female,White,Not_working,5.1,6,6,4,5,6.5,4.5,6,6,2.875,0.272727273,2.625,0.75
